w,w1,l21,l22,w2,FOM
2.0,3.0,7.3,7.3,1.0,2425.9117769472823
2.0,3.0,7.3,7.3,1.5,2444.197993538899
2.0,3.0,7.3,7.3,2.0,2481.5914973156137
2.0,3.0,7.3,7.3,2.5,2546.3325377766496
2.0,3.0,7.3,7.3,3.0,2661.603957232465
2.0,3.0,7.3,7.3,3.5,2854.362198203864
2.0,3.5,6.3,6.3,1.0,2354.959411367188
2.0,3.5,6.3,6.3,1.5,2406.065786827963
2.0,3.5,6.3,6.3,2.0,2466.8371137777985
2.0,3.5,6.3,6.3,2.5,2533.7843564599093
2.0,3.5,6.3,6.3,3.0,2600.9309384309836
2.0,3.5,6.3,6.3,3.5,2658.331435512225
2.0,3.5,6.3,6.8,1.0,2424.7524563934417
2.0,3.5,6.3,6.8,1.5,2484.989167198188
2.0,3.5,6.3,6.8,2.0,2556.3497609195165
2.0,3.5,6.3,6.8,2.5,2636.437943613598
2.0,3.5,6.3,6.8,3.0,2666.60290589969
2.0,3.5,6.3,6.8,3.5,2730.1126210424018
2.0,3.5,6.3,7.3,1.0,2604.6293722317196
2.0,3.5,6.3,7.3,1.5,2668.551692616955
2.0,3.5,6.3,7.3,2.0,2750.114604828777
2.0,3.5,6.3,7.3,2.5,2816.999351404278
2.0,3.5,6.3,7.3,3.0,2930.201253422184
2.0,3.5,6.3,7.3,3.5,3087.76213521055
2.0,3.5,6.8,6.3,1.0,2424.7308146099767
2.0,3.5,6.8,6.3,1.5,2484.9670083879455
2.0,3.5,6.8,6.3,2.0,2556.4233119942764
2.0,3.5,6.8,6.3,2.5,2636.401272326633
2.0,3.5,6.8,6.3,3.0,2666.5951963981797
2.0,3.5,6.8,6.3,3.5,2730.116235012214
2.0,3.5,6.8,6.8,1.0,2442.2234283688767
2.0,3.5,6.8,6.8,1.5,2498.6502422821336
2.0,3.5,6.8,6.8,2.0,2523.7101715609424
2.0,3.5,6.8,6.8,2.5,2609.1940629008895
2.0,3.5,6.8,6.8,3.0,2744.5349451367606
2.0,3.5,6.8,6.8,3.5,2788.130926483144
2.0,3.5,6.8,7.3,1.0,2486.2564100814193
2.0,3.5,6.8,7.3,1.5,2529.6797847746143
2.0,3.5,6.8,7.3,2.0,2595.8735010453524
2.0,3.5,6.8,7.3,2.5,2673.70720779344
2.0,3.5,6.8,7.3,3.0,2827.607642667444
2.0,3.5,6.8,7.3,3.5,2987.1144496282095
2.0,3.5,7.3,6.3,1.0,2604.6105836914526
2.0,3.5,7.3,6.3,1.5,2675.506069748246
2.0,3.5,7.3,6.3,2.0,2763.2145206723444
2.0,3.5,7.3,6.3,2.5,2816.931206862279
2.0,3.5,7.3,6.3,3.0,2930.171800622218
2.0,3.5,7.3,6.3,3.5,3087.7515106778246
2.0,3.5,7.3,6.8,1.0,2486.2318106714447
2.0,3.5,7.3,6.8,1.5,2529.654730591802
2.0,3.5,7.3,6.8,2.0,2595.8509676010726
2.0,3.5,7.3,6.8,2.5,2673.681201331254
2.0,3.5,7.3,6.8,3.0,2827.5841069687203
2.0,3.5,7.3,6.8,3.5,2987.0905435433006
2.0,3.5,7.3,7.3,1.0,2430.4728746488613
2.0,3.5,7.3,7.3,1.5,2458.5605688940295
2.0,3.5,7.3,7.3,2.0,2512.4585998857156
2.0,3.5,7.3,7.3,2.5,2601.5306682857313
2.0,3.5,7.3,7.3,3.0,2755.605932524599
2.0,3.5,7.3,7.3,3.5,2943.2996412018165
2.1,1.5,6.3,6.3,1.5,2541.0666936196894
2.2,1.5,6.3,6.3,1.5,2551.301519425038
2.3,1.5,6.3,6.3,1.5,2571.6798583841037
2.4,1.5,6.3,6.3,1.5,2602.0759028413922
2.5,1.0,6.3,6.3,1.0,2617.2450728608246
2.5,1.0,6.3,6.3,1.5,2627.3400134109397
2.5,1.0,6.3,6.3,2.0,2719.510021452565
2.5,1.0,6.3,6.3,2.5,2778.078216165522
2.5,1.0,6.3,6.3,3.0,2841.381434779129
2.5,1.0,6.3,6.3,3.5,2904.26948731461
2.5,1.0,6.3,6.8,1.0,2703.2978497580652
2.5,1.0,6.3,6.8,1.5,2750.1030588584026
2.5,1.0,6.3,6.8,2.0,2806.931962604735
2.5,1.0,6.3,6.8,2.5,2875.04282810643
2.5,1.0,6.3,6.8,3.0,2900.9836240507866
2.5,1.0,6.3,6.8,3.5,3025.704458612675
2.5,1.0,6.3,7.3,1.0,2898.1544946446747
2.5,1.0,6.3,7.3,1.5,2949.98121816904
2.5,1.0,6.3,7.3,2.0,3009.0762002537303
2.5,1.0,6.3,7.3,2.5,3088.19163244178
2.5,1.0,6.3,7.3,3.0,3150.663908256037
2.5,1.0,6.3,7.3,3.5,3319.144429070163
2.5,1.0,6.8,6.3,1.0,2703.273736309221
2.5,1.0,6.8,6.3,1.5,2750.060200934895
2.5,1.0,6.8,6.3,2.0,2806.872354281504
2.5,1.0,6.8,6.3,2.5,2875.0255458723896
2.5,1.0,6.8,6.3,3.0,2900.92479358855
2.5,1.0,6.8,6.3,3.5,3025.6558298999744
2.5,1.0,6.8,6.8,1.0,2711.580693941958
2.5,1.0,6.8,6.8,1.5,2751.5802155031784
2.5,1.0,6.8,6.8,2.0,2759.494706906773
2.5,1.0,6.8,6.8,2.5,2823.134764622407
2.5,1.0,6.8,6.8,3.0,2885.5512940278945
2.5,1.0,6.8,6.8,3.5,3005.654486299438
2.5,1.0,6.8,7.3,1.0,2781.8766317414247
2.5,1.0,6.8,7.3,1.5,2814.193404024815
2.5,1.0,6.8,7.3,2.0,2857.497090941005
2.5,1.0,6.8,7.3,2.5,2880.5714915586186
2.5,1.0,6.8,7.3,3.0,2987.659525939661
2.5,1.0,6.8,7.3,3.5,3117.4791000541245
2.5,1.0,7.3,6.3,1.0,2898.1019240652413
2.5,1.0,7.3,6.3,1.5,2949.925530199218
2.5,1.0,7.3,6.3,2.0,3009.010280600358
2.5,1.0,7.3,6.3,2.5,3088.1036802398003
2.5,1.0,7.3,6.3,3.0,3150.5817638107637
2.5,1.0,7.3,6.3,3.5,3319.068278599154
2.5,1.0,7.3,6.8,1.0,2781.8213915777283
2.5,1.0,7.3,6.8,1.5,2814.1651048704284
2.5,1.0,7.3,6.8,2.0,2857.410057878513
2.5,1.0,7.3,6.8,2.5,2880.5070595960515
2.5,1.0,7.3,6.8,3.0,2987.632988946277
2.5,1.0,7.3,6.8,3.5,3117.4204235703155
2.5,1.0,7.3,7.3,1.0,2686.286026066875
2.5,1.0,7.3,7.3,1.5,2697.1506761019564
2.5,1.0,7.3,7.3,2.0,2721.964367415533
2.5,1.0,7.3,7.3,2.5,2772.304257493642
2.5,1.0,7.3,7.3,3.0,2849.875404454266
2.5,1.0,7.3,7.3,3.5,3001.2583947154985
2.5,1.5,6.3,6.3,1.0,2563.3877737018975
2.5,1.5,6.3,6.3,1.5,2578.677100587082
2.5,1.5,6.3,6.3,2.0,2670.853633018038
2.5,1.5,6.3,6.3,2.5,2728.7725050287154
2.5,1.5,6.3,6.3,3.0,2792.1087726945716
2.5,1.5,6.3,6.3,3.5,2856.196519668167
2.5,1.5,6.3,6.8,1.0,2651.544678660543
2.5,1.5,6.3,6.8,1.5,2700.13911971212
2.5,1.5,6.3,6.8,2.0,2757.1907967087277
2.5,1.5,6.3,6.8,2.5,2825.223878888449
2.5,1.5,6.3,6.8,3.0,2851.026336865473
2.5,1.5,6.3,6.8,3.5,2987.9539840629086
2.5,1.5,6.3,7.3,1.0,2846.5311499202753
2.5,1.5,6.3,7.3,1.5,2872.561243334183
2.5,1.5,6.3,7.3,2.0,2959.7308629406702
2.5,1.5,6.3,7.3,2.5,3036.3579214745546
2.5,1.5,6.3,7.3,3.0,3138.4321605884506
2.5,1.5,6.3,7.3,3.5,3263.789835106133
2.5,1.5,6.8,6.3,1.0,2651.5753443239546
2.5,1.5,6.8,6.3,1.5,2700.1038304840504
2.5,1.5,6.8,6.3,2.0,2757.1604901372
2.5,1.5,6.8,6.3,2.5,2825.202397012336
2.5,1.5,6.8,6.3,3.0,2850.9658604842452
2.5,1.5,6.8,6.3,3.5,2987.9356515320114
2.5,1.5,6.8,6.8,1.0,2660.623225351179
2.5,1.5,6.8,6.8,1.5,2703.773059245751
2.5,1.5,6.8,6.8,2.0,2751.464053866936
2.5,1.5,6.8,6.8,2.5,2776.184071100958
2.5,1.5,6.8,6.8,3.0,2855.416998011956
2.5,1.5,6.8,6.8,3.5,2956.291445404971
2.5,1.5,6.8,7.3,1.0,2734.2970536173852
2.5,1.5,6.8,7.3,1.5,2770.6277394788694
2.5,1.5,6.8,7.3,2.0,2814.720435637046
2.5,1.5,6.8,7.3,2.5,2836.1385926184994
2.5,1.5,6.8,7.3,3.0,2940.7322695374296
2.5,1.5,6.8,7.3,3.5,3066.8259015708577
2.5,1.5,7.3,6.3,1.0,2846.4877311284017
2.5,1.5,7.3,6.3,1.5,2872.495919116476
2.5,1.5,7.3,6.3,2.0,2959.6395340859335
2.5,1.5,7.3,6.3,2.5,3036.2491384573564
2.5,1.5,7.3,6.3,3.0,3138.343279713965
2.5,1.5,7.3,6.3,3.5,3263.7008153104075
2.5,1.5,7.3,6.8,1.0,2734.2401644215506
2.5,1.5,7.3,6.8,1.5,2774.086536982787
2.5,1.5,7.3,6.8,2.0,2814.670162342096
2.5,1.5,7.3,6.8,2.5,2836.090586255568
2.5,1.5,7.3,6.8,3.0,2940.6837394782474
2.5,1.5,7.3,6.8,3.5,3066.802494694858
2.5,1.5,7.3,7.3,1.0,2678.3485871052917
2.5,1.5,7.3,7.3,1.5,2659.3513902896584
2.5,1.5,7.3,7.3,2.0,2685.108342138543
2.5,1.5,7.3,7.3,2.5,2732.901382695204
2.5,1.5,7.3,7.3,3.0,2817.089238221782
2.5,1.5,7.3,7.3,3.5,2955.3868467160282
2.5,2.0,6.3,6.3,1.0,2502.5514434153465
2.5,2.0,6.3,6.3,1.5,2541.9761230746067
2.5,2.0,6.3,6.3,2.0,2589.7952028809677
2.5,2.0,6.3,6.3,2.5,2645.042624844422
2.5,2.0,6.3,6.3,3.0,2755.1313390514565
2.5,2.0,6.3,6.3,3.5,2816.9710333484054
2.5,2.0,6.3,6.8,1.0,2611.0422113626655
2.5,2.0,6.3,6.8,1.5,2661.482725237115
2.5,2.0,6.3,6.8,2.0,2720.369588450786
2.5,2.0,6.3,6.8,2.5,2789.247015756202
2.5,2.0,6.3,6.8,3.0,2867.0307234156917
2.5,2.0,6.3,6.8,3.5,2945.313244412997
2.5,2.0,6.3,7.3,1.0,2808.7449776343055
2.5,2.0,6.3,7.3,1.5,2834.536249206166
2.5,2.0,6.3,7.3,2.0,2896.3712896117463
2.5,2.0,6.3,7.3,2.5,2973.55920417272
2.5,2.0,6.3,7.3,3.0,3112.068869888193
2.5,2.0,6.3,7.3,3.5,3231.495181696824
2.5,2.0,6.8,6.3,1.0,2610.995373525005
2.5,2.0,6.8,6.3,1.5,2661.4687204931997
2.5,2.0,6.8,6.3,2.0,2720.318347899335
2.5,2.0,6.8,6.3,2.5,2789.180135185773
2.5,2.0,6.8,6.3,3.0,2866.986972555671
2.5,2.0,6.8,6.3,3.5,2945.307322224131
2.5,2.0,6.8,6.8,1.0,2623.5017706902995
2.5,2.0,6.8,6.8,1.5,2665.9460416395696
2.5,2.0,6.8,6.8,2.0,2725.857553180401
2.5,2.0,6.8,6.8,2.5,2798.5023076648736
2.5,2.0,6.8,6.8,3.0,2828.263983186778
2.5,2.0,6.8,6.8,3.5,2928.9748887664337
2.5,2.0,6.8,7.3,1.0,2703.2066579973407
2.5,2.0,6.8,7.3,1.5,2745.9204449855724
2.5,2.0,6.8,7.3,2.0,2793.8125285825245
2.5,2.0,6.8,7.3,2.5,2865.7797261517485
2.5,2.0,6.8,7.3,3.0,2966.347237334125
2.5,2.0,6.8,7.3,3.5,3042.089269694643
2.5,2.0,7.3,6.3,1.0,2808.683672203809
2.5,2.0,7.3,6.3,1.5,2834.423482521312
2.5,2.0,7.3,6.3,2.0,2896.287692923443
2.5,2.0,7.3,6.3,2.5,2973.4521326678605
2.5,2.0,7.3,6.3,3.0,3111.977069231074
2.5,2.0,7.3,6.3,3.5,3231.4136722217254
2.5,2.0,7.3,6.8,1.0,2703.199608618731
2.5,2.0,7.3,6.8,1.5,2745.8102644451665
2.5,2.0,7.3,6.8,2.0,2793.689069038117
2.5,2.0,7.3,6.8,2.5,2865.74181761564
2.5,2.0,7.3,6.8,3.0,2966.309976596324
2.5,2.0,7.3,6.8,3.5,3042.0558407275134
2.5,2.0,7.3,7.3,1.0,2615.185069117529
2.5,2.0,7.3,7.3,1.5,2636.0757933893065
2.5,2.0,7.3,7.3,2.0,2666.118469651651
2.5,2.0,7.3,7.3,2.5,2721.7590146376197
2.5,2.0,7.3,7.3,3.0,2812.303448158233
2.5,2.0,7.3,7.3,3.5,2954.626784827576
2.5,2.5,6.3,6.3,1.0,2518.1290109972438
2.5,2.5,6.3,6.3,1.5,2557.4176897076654
2.5,2.5,6.3,6.3,2.0,2607.706432673796
2.5,2.5,6.3,6.3,2.5,2665.173118706896
2.5,2.5,6.3,6.3,3.0,2726.871387209536
2.5,2.5,6.3,6.3,3.5,2786.122090178277
2.5,2.5,6.3,6.8,1.0,2563.369797766044
2.5,2.5,6.3,6.8,1.5,2631.148126486465
2.5,2.5,6.3,6.8,2.0,2692.033631360269
2.5,2.5,6.3,6.8,2.5,2761.466046684459
2.5,2.5,6.3,6.8,3.0,2836.3982820022634
2.5,2.5,6.3,6.8,3.5,2905.3978082067833
2.5,2.5,6.3,7.3,1.0,2780.307336976818
2.5,2.5,6.3,7.3,1.5,2834.908278658886
2.5,2.5,6.3,7.3,2.0,2904.9559295719046
2.5,2.5,6.3,7.3,2.5,2992.8256788622184
2.5,2.5,6.3,7.3,3.0,3097.1873522377646
2.5,2.5,6.3,7.3,3.5,3200.326957433427
2.5,2.5,6.8,6.3,1.0,2580.166523859391
2.5,2.5,6.8,6.3,1.5,2631.1253223197964
2.5,2.5,6.8,6.3,2.0,2691.9912057125075
2.5,2.5,6.8,6.3,2.5,2761.465657338501
2.5,2.5,6.8,6.3,3.0,2836.3403785244536
2.5,2.5,6.8,6.3,3.5,2905.365122314992
2.5,2.5,6.8,6.8,1.0,2595.919326018852
2.5,2.5,6.8,6.8,1.5,2600.2962486711644
2.5,2.5,6.8,6.8,2.0,2704.2561429965417
2.5,2.5,6.8,6.8,2.5,2727.3658462382045
2.5,2.5,6.8,6.8,3.0,2814.6789443443
2.5,2.5,6.8,6.8,3.5,2907.572157672593
2.5,2.5,6.8,7.3,1.0,2683.6019413646113
2.5,2.5,6.8,7.3,1.5,2694.4402096620615
2.5,2.5,6.8,7.3,2.0,2784.056704598191
2.5,2.5,6.8,7.3,2.5,2822.6037190723573
2.5,2.5,6.8,7.3,3.0,2919.210805062875
2.5,2.5,6.8,7.3,3.5,3049.986970263427
2.5,2.5,7.3,6.3,1.0,2780.2792130262033
2.5,2.5,7.3,6.3,1.5,2834.903267323694
2.5,2.5,7.3,6.3,2.0,2904.878271326846
2.5,2.5,7.3,6.3,2.5,2992.723205956058
2.5,2.5,7.3,6.3,3.0,3097.141423949961
2.5,2.5,7.3,6.3,3.5,3200.2584001930504
2.5,2.5,7.3,6.8,1.0,2683.636555800579
2.5,2.5,7.3,6.8,1.5,2694.383461360556
2.5,2.5,7.3,6.8,2.0,2784.0203217243343
2.5,2.5,7.3,6.8,2.5,2822.5480952966677
2.5,2.5,7.3,6.8,3.0,2919.208783030946
2.5,2.5,7.3,6.8,3.5,3049.971709128292
2.5,2.5,7.3,7.3,1.0,2596.7381123682767
2.5,2.5,7.3,7.3,1.5,2617.3190177594843
2.5,2.5,7.3,7.3,2.0,2657.700773625333
2.5,2.5,7.3,7.3,2.5,2725.5735472543915
2.5,2.5,7.3,7.3,3.0,2850.0408668336313
2.5,2.5,7.3,7.3,3.5,3011.717241005042
2.5,3.0,6.3,6.3,1.0,2499.0291546411227
2.5,3.0,6.3,6.3,1.5,2539.4103680609983
2.5,3.0,6.3,6.3,2.0,2589.629407335766
2.5,3.0,6.3,6.3,2.5,2647.249919448247
2.5,3.0,6.3,6.3,3.0,2707.7954469924557
2.5,3.0,6.3,6.3,3.5,2765.0411460482483
2.5,3.0,6.3,6.8,1.0,2517.0277162924194
2.5,3.0,6.3,6.8,1.5,2608.991059781349
2.5,3.0,6.3,6.8,2.0,2670.178707496146
2.5,3.0,6.3,6.8,2.5,2739.7555132882535
2.5,3.0,6.3,6.8,3.0,2809.7294010568426
2.5,3.0,6.3,6.8,3.5,2869.2298622707726
2.5,3.0,6.3,7.3,1.0,2759.1652251559817
2.5,3.0,6.3,7.3,1.5,2818.9086246023617
2.5,3.0,6.3,7.3,2.0,2893.985783304737
2.5,3.0,6.3,7.3,2.5,2983.5509973649732
2.5,3.0,6.3,7.3,3.0,3078.1332500487256
2.5,3.0,6.3,7.3,3.5,3148.1267891113594
2.5,3.0,6.8,6.3,1.0,2517.0252124382937
2.5,3.0,6.8,6.3,1.5,2608.949839205906
2.5,3.0,6.8,6.3,2.0,2670.129777129581
2.5,3.0,6.8,6.3,2.5,2739.739367435871
2.5,3.0,6.8,6.3,3.0,2809.7165310387586
2.5,3.0,6.8,6.3,3.5,2869.213088858609
2.5,3.0,6.8,6.8,1.0,2576.540535713832
2.5,3.0,6.8,6.8,1.5,2627.9461389877765
2.5,3.0,6.8,6.8,2.0,2644.986130943609
2.5,3.0,6.8,6.8,2.5,2753.4175855765343
2.5,3.0,6.8,6.8,3.0,2802.900006108058
2.5,3.0,6.8,6.8,3.5,2885.018263930436
2.5,3.0,6.8,7.3,1.0,2678.1184686067722
2.5,3.0,6.8,7.3,1.5,2718.219363322511
2.5,3.0,6.8,7.3,2.0,2746.0333270446213
2.5,3.0,6.8,7.3,2.5,2826.3713378031157
2.5,3.0,6.8,7.3,3.0,2934.7667986369406
2.5,3.0,6.8,7.3,3.5,3042.1232137903853
2.5,3.0,7.3,6.3,1.0,2759.1926866321855
2.5,3.0,7.3,6.3,1.5,2818.8574532060657
2.5,3.0,7.3,6.3,2.0,2893.9027602411434
2.5,3.0,7.3,6.3,2.5,2983.4724838556485
2.5,3.0,7.3,6.3,3.0,3078.0613630385405
2.5,3.0,7.3,6.3,3.5,3148.0698128035974
2.5,3.0,7.3,6.8,1.0,2677.9415755458167
2.5,3.0,7.3,6.8,1.5,2718.182272694506
2.5,3.0,7.3,6.8,2.0,2745.992448753878
2.5,3.0,7.3,6.8,2.5,2826.3294437821805
2.5,3.0,7.3,6.8,3.0,2934.737744135803
2.5,3.0,7.3,6.8,3.5,3042.0611247158845
2.5,3.0,7.3,7.3,1.0,2628.352438804256
2.5,3.0,7.3,7.3,1.5,2618.1479539279208
2.5,3.0,7.3,7.3,2.0,2673.8873539222823
2.5,3.0,7.3,7.3,2.5,2764.7300770466354
2.5,3.0,7.3,7.3,3.0,2892.008784434661
2.5,3.0,7.3,7.3,3.5,3012.0549575799023
2.5,3.5,6.3,6.3,1.0,2491.4699715832858
2.5,3.5,6.3,6.3,1.5,2531.5777223492205
2.5,3.5,6.3,6.3,2.0,2582.3177992176234
2.5,3.5,6.3,6.3,2.5,2640.0094183914016
2.5,3.5,6.3,6.3,3.0,2699.96116555593
2.5,3.5,6.3,6.3,3.5,2729.426824453494
2.5,3.5,6.3,6.8,1.0,2546.054263240163
2.5,3.5,6.3,6.8,1.5,2596.939071017776
2.5,3.5,6.3,6.8,2.0,2657.673712255721
2.5,3.5,6.3,6.8,2.5,2723.6254785248157
2.5,3.5,6.3,6.8,3.0,2787.4833352076494
2.5,3.5,6.3,6.8,3.5,2837.045963757742
2.5,3.5,6.3,7.3,1.0,2742.8042241613484
2.5,3.5,6.3,7.3,1.5,2807.117458456565
2.5,3.5,6.3,7.3,2.0,2884.3191898039167
2.5,3.5,6.3,7.3,2.5,2967.773518930512
2.5,3.5,6.3,7.3,3.0,3040.7783933520222
2.5,3.5,6.3,7.3,3.5,3035.395204178799
2.5,3.5,6.8,6.3,1.0,2546.044002324711
2.5,3.5,6.8,6.3,1.5,2596.9368514372936
2.5,3.5,6.8,6.3,2.0,2657.6493523837416
2.5,3.5,6.8,6.3,2.5,2723.6188659360387
2.5,3.5,6.8,6.3,3.0,2787.461887963508
2.5,3.5,6.8,6.3,3.5,2837.0501681347832
2.5,3.5,6.8,6.8,1.0,2564.9890640859076
2.5,3.5,6.8,6.8,1.5,2619.910579760551
2.5,3.5,6.8,6.8,2.0,2688.2410066774414
2.5,3.5,6.8,6.8,2.5,2740.9858852445686
2.5,3.5,6.8,6.8,3.0,2791.4718188519537
2.5,3.5,6.8,6.8,3.5,2857.414134937904
2.5,3.5,6.8,7.3,1.0,2670.989524920211
2.5,3.5,6.8,7.3,1.5,2725.3455813256883
2.5,3.5,6.8,7.3,2.0,2804.267038499719
2.5,3.5,6.8,7.3,2.5,2842.2359219033488
2.5,3.5,6.8,7.3,3.0,2935.496660429914
2.5,3.5,6.8,7.3,3.5,3079.645580485937
2.5,3.5,7.3,6.3,1.0,2742.7355333233786
2.5,3.5,7.3,6.3,1.5,2807.050389160355
2.5,3.5,7.3,6.3,2.0,2884.2621694588643
2.5,3.5,7.3,6.3,2.5,2967.7257008261167
2.5,3.5,7.3,6.3,3.0,3040.7460784710056
2.5,3.5,7.3,6.3,3.5,3035.3682814216836
2.5,3.5,7.3,6.8,1.0,2670.933145552475
2.5,3.5,7.3,6.8,1.5,2725.299520853385
2.5,3.5,7.3,6.8,2.0,2804.2360375494027
2.5,3.5,7.3,6.8,2.5,2842.189451802623
2.5,3.5,7.3,6.8,3.0,2935.4604045100014
2.5,3.5,7.3,6.8,3.5,3079.5898840537
2.5,3.5,7.3,7.3,1.0,2630.8304302271504
2.5,3.5,7.3,7.3,1.5,2675.227203162702
2.5,3.5,7.3,7.3,2.0,2701.436937206316
2.5,3.5,7.3,7.3,2.5,2807.0014282283214
2.5,3.5,7.3,7.3,3.0,2906.9445111274395
2.5,3.5,7.3,7.3,3.5,3083.104122968813
2.6,1.5,6.3,6.3,1.5,2579.38299258436
2.7,1.5,6.3,6.3,1.5,2594.884536969926
2.8,1.5,6.3,6.3,1.5,2610.7344775294605
2.9,1.5,6.3,6.3,1.5,2650.913237998404
3.0,1.0,6.3,6.3,1.0,2656.6736850250754
3.0,1.0,6.3,6.3,1.5,2686.8545079617647
3.0,1.0,6.3,6.3,2.0,2756.1303872954973
3.0,1.0,6.3,6.3,2.5,2776.1620927783624
3.0,1.0,6.3,6.3,3.0,2829.748554783885
3.0,1.0,6.3,6.3,3.5,2884.8314229636208
3.0,1.0,6.3,6.8,1.0,2749.060432299507
3.0,1.0,6.3,6.8,1.5,2798.50834823909
3.0,1.0,6.3,6.8,2.0,2850.549209249294
3.0,1.0,6.3,6.8,2.5,2911.7563407313273
3.0,1.0,6.3,6.8,3.0,2979.4452925130004
3.0,1.0,6.3,6.8,3.5,3046.334825210094
3.0,1.0,6.3,7.3,1.0,2968.057326723313
3.0,1.0,6.3,7.3,1.5,3018.419776549495
3.0,1.0,6.3,7.3,2.0,3080.7687786519527
3.0,1.0,6.3,7.3,2.5,3155.5781342728837
3.0,1.0,6.3,7.3,3.0,3204.473491114622
3.0,1.0,6.3,7.3,3.5,3328.9575617479895
3.0,1.0,6.8,6.3,1.0,2749.0383976360254
3.0,1.0,6.8,6.3,1.5,2798.4833185766765
3.0,1.0,6.8,6.3,2.0,2850.5217732858287
3.0,1.0,6.8,6.3,2.5,2911.7306780696235
3.0,1.0,6.8,6.3,3.0,2979.4191791933995
3.0,1.0,6.8,6.3,3.5,3046.312007358353
3.0,1.0,6.8,6.8,1.0,2764.346275606432
3.0,1.0,6.8,6.8,1.5,2803.8810913666566
3.0,1.0,6.8,6.8,2.0,2821.317096634282
3.0,1.0,6.8,6.8,2.5,2926.8723413669227
3.0,1.0,6.8,6.8,3.0,3011.1056366140656
3.0,1.0,6.8,6.8,3.5,3044.0661741604526
3.0,1.0,6.8,7.3,1.0,2866.13560643992
3.0,1.0,6.8,7.3,1.5,2899.7774307999107
3.0,1.0,6.8,7.3,2.0,2952.2004301901034
3.0,1.0,6.8,7.3,2.5,3026.3209293808013
3.0,1.0,6.8,7.3,3.0,3122.46790875485
3.0,1.0,6.8,7.3,3.5,3196.316149019229
3.0,1.0,7.3,6.3,1.0,2967.9729297363097
3.0,1.0,7.3,6.3,1.5,3018.353803707605
3.0,1.0,7.3,6.3,2.0,3080.7194657703553
3.0,1.0,7.3,6.3,2.5,3155.449115084368
3.0,1.0,7.3,6.3,3.0,3242.1727611170472
3.0,1.0,7.3,6.3,3.5,3328.8864119925715
3.0,1.0,7.3,6.8,1.0,2866.0732116336853
3.0,1.0,7.3,6.8,1.5,2899.760914204524
3.0,1.0,7.3,6.8,2.0,2952.1900432132584
3.0,1.0,7.3,6.8,2.5,3026.2135743899344
3.0,1.0,7.3,6.8,3.0,3122.280147003771
3.0,1.0,7.3,6.8,3.5,3196.2769360770935
3.0,1.0,7.3,7.3,1.0,2805.8762752626444
3.0,1.0,7.3,7.3,1.5,2826.4105848618524
3.0,1.0,7.3,7.3,2.0,2836.4560668721915
3.0,1.0,7.3,7.3,2.5,2900.327628948317
3.0,1.0,7.3,7.3,3.0,2996.6927488834694
3.0,1.0,7.3,7.3,3.5,3139.889361304704
3.0,1.5,6.3,6.3,1.0,2612.910511489459
3.0,1.5,6.3,6.3,1.5,2644.3738433884073
3.0,1.5,6.3,6.3,2.0,2685.016737822662
3.0,1.5,6.3,6.3,2.5,2733.541586329969
3.0,1.5,6.3,6.3,3.0,2813.0961652869983
3.0,1.5,6.3,6.3,3.5,2891.0503119806112
3.0,1.5,6.3,6.8,1.0,2699.6520426223587
3.0,1.5,6.3,6.8,1.5,2753.0816875171217
3.0,1.5,6.3,6.8,2.0,2804.7471573154835
3.0,1.5,6.3,6.8,2.5,2865.5035101075573
3.0,1.5,6.3,6.8,3.0,2932.7435834724456
3.0,1.5,6.3,6.8,3.5,2999.4034723256873
3.0,1.5,6.3,7.3,1.0,2916.992874903269
3.0,1.5,6.3,7.3,1.5,2968.255436662996
3.0,1.5,6.3,7.3,2.0,3030.272835589035
3.0,1.5,6.3,7.3,2.5,3103.3868998596636
3.0,1.5,6.3,7.3,3.0,3189.537030478867
3.0,1.5,6.3,7.3,3.5,3273.9943969971955
3.0,1.5,6.8,6.3,1.0,2699.629746738605
3.0,1.5,6.8,6.3,1.5,2753.055820961339
3.0,1.5,6.8,6.3,2.0,2804.7188133717154
3.0,1.5,6.8,6.3,2.5,2865.477914346105
3.0,1.5,6.8,6.3,3.0,2932.7185061699374
3.0,1.5,6.8,6.3,3.5,2999.38038308056
3.0,1.5,6.8,6.8,1.0,2719.009040902349
3.0,1.5,6.8,6.8,1.5,2759.5264003808015
3.0,1.5,6.8,6.8,2.0,2813.1062730136446
3.0,1.5,6.8,6.8,2.5,2880.639444788462
3.0,1.5,6.8,6.8,3.0,2962.9464184850617
3.0,1.5,6.8,6.8,3.5,2996.260224543116
3.0,1.5,6.8,7.3,1.0,2820.4750595833693
3.0,1.5,6.8,7.3,1.5,2856.216326245409
3.0,1.5,6.8,7.3,2.0,2908.2706146342207
3.0,1.5,6.8,7.3,2.5,2979.603263140477
3.0,1.5,6.8,7.3,3.0,3074.387732894851
3.0,1.5,6.8,7.3,3.5,3144.651570013652
3.0,1.5,7.3,6.3,1.0,2916.9317558104685
3.0,1.5,7.3,6.3,1.5,2968.200607910826
3.0,1.5,7.3,6.3,2.0,3030.161345792688
3.0,1.5,7.3,6.3,2.5,3072.0612320829755
3.0,1.5,7.3,6.3,3.0,3189.46375174612
3.0,1.5,7.3,6.3,3.5,3273.932907049426
3.0,1.5,7.3,6.8,1.0,2820.432424310814
3.0,1.5,7.3,6.8,1.5,2856.24740872778
